"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ICAM2",1.27103227647059,3.37528336363636,10.8442845283473,6.99838363280503e-14,1.55096383374655e-13,20.7914998229321
"PSMB10",1.83018845294118,4.43920215909091,10.8400759424459,7.0851058712145e-14,1.57000930101957e-13,20.7790363601955
"ZSCAN20",1.20852618235294,4.27317986363636,10.8400025956873,7.08662688990683e-14,1.57017265632799e-13,20.7788191282618
"ARHGEF11",3.43596414117647,6.46281120454546,10.8346171252772,7.19921790552885e-14,1.59494285648699e-13,20.762867036116
"CSF2RB",3.70018588235294,4.34490834090909,10.8340040121827,7.21215052561323e-14,1.59763130962163e-13,20.761050722158
"TSG101",1.94472374705882,6.61436547727273,10.8337592226775,7.21732054602275e-14,1.59859979188332e-13,20.7603255332089
"MYL1",1.08500647058823,11.9933459090909,10.8325952020889,7.2419565027384e-14,1.60387918919686e-13,20.7568770170062
"NKX6-1",2.7114563117647,8.00665031818182,10.830052775238,7.29606306560935e-14,1.61568356544646e-13,20.7493442442094
"TDP1",1.38899237647059,6.15830940909091,10.8292441800326,7.31335702270243e-14,1.61933423100227e-13,20.7469483423917
"TSKU-AS1",1.53632734117647,3.20691715909091,10.8284614255718,7.3301379454113e-14,1.62287050533244e-13,20.7446289280306
"ANGPTL3",1.1029708,4.67315781818182,10.825145969749,7.40165019049e-14,1.63852200923744e-13,20.734803884219
"CNOT6L",1.53618167058823,4.32615165909091,10.8244565579181,7.41660908043865e-14,1.64165207844582e-13,20.7327606998321
"RPS27L",2.6560727,9.09913711363636,10.8178678710183,7.56112813433376e-14,1.67345617928377e-13,20.713230981548
"GHDC",2.54724131764706,6.19631531818182,10.8151208092398,7.62222472059531e-14,1.68679193109772e-13,20.7050866940471
"PKIB",1.35542802352941,8.08702595454545,10.8133402062937,7.66209404211016e-14,1.69542767979179e-13,20.6998071767955
"STK17A",1.98492013529412,5.15007118181818,10.8131537949638,7.66628018387715e-14,1.69616660750417e-13,20.69925444064
"TNFRSF14-AS1",1.21294507058823,5.08285468181818,10.8121188405446,7.68956387630464e-14,1.70113024373423e-13,20.6961855724
"ACHE",1.10019691176471,5.23671504545455,10.8120513421482,7.69108489994243e-14,1.70127885065864e-13,20.6959854199964
"CLTC",2.0397856,9.49381365909091,10.8097103292146,7.74402720872444e-14,1.71280062984618e-13,20.6890432739359
"TXNDC17",0.865449411764706,5.01965306818182,10.8088387945115,7.76383144512594e-14,1.7169912950846e-13,20.6864586061374
"LOC100505851",2.04224850588235,9.64436027272727,10.8037512388695,7.8804684279248e-14,1.74259348215244e-13,20.6713687510304
"LOC101928850",1.27598961176471,3.93241981818182,10.8023573875114,7.91273310026847e-14,1.74953498305274e-13,20.6672339644868
"PITX2",1.05283790588235,4.61996606818182,10.8002569377902,7.96160749215107e-14,1.76014701779903e-13,20.6610026214545
"CFAP300",3.98068157058823,4.11352875,10.7966209483786,8.04693717733584e-14,1.77881533366135e-13,20.6502145027844
"HACD2",1.19423215882353,7.01798740909091,10.7944670020662,8.09792342707901e-14,1.78988858094722e-13,20.6438228642486
"CORO2A",0.777462329411764,4.31470197727273,10.7855305309065,8.31298635784956e-14,1.83722134510638e-13,20.617298362787
"MTX3",1.40773474705882,5.98754177272727,10.7848199687934,8.33033342480366e-14,1.8406702441084e-13,20.6151888919976
"MRPS14",1.12963567647059,3.10827920454545,10.7848160363928,8.33042952929649e-14,1.8406702441084e-13,20.6151772175617
"DPF1",2.69600478235294,8.2684755,10.7835056111114,8.36251795513355e-14,1.84755663038751e-13,20.6112867417646
"OR10H3",0.749757552941176,4.16967736363636,10.7781364595237,8.495308128258e-14,1.87668738889793e-13,20.5953441612499
"ZNF575",1.39149325294118,5.45487406818182,10.7771646097919,8.51957178035024e-14,1.88183991513922e-13,20.5924580611399
"ESRP2",3.10344827647059,4.84890529545454,10.7768447769018,8.527572251373e-14,1.88339941939916e-13,20.5915082276535
"PAX8",1.52494967058824,8.075374,10.7759566700666,8.54982784232394e-14,1.88810661820563e-13,20.5888706766616
"PCDHGA4",1.45840681764706,4.00264686363636,10.7744477714252,8.58777548679158e-14,1.89627776181006e-13,20.5843892309709
"LOC285422",1.15161476470588,12.5524215909091,10.7741217634009,8.59599677219803e-14,1.89788391205413e-13,20.5834209452666
"LINC02192",0.843840352941176,3.94224818181818,10.7733993583334,8.61424289295166e-14,1.90170281718765e-13,20.5812752609927
"RAF1",1.34465879411765,4.10947959090909,10.7729645672143,8.62524356005801e-14,1.90392153162625e-13,20.5799838141937
"ACADVL",2.12633583529411,12.1134239545455,10.7708773747467,8.67825055742628e-14,1.9154111411014e-13,20.5737839534316
"ASAH2B",2.59512945882353,4.27706631818182,10.7697828498121,8.70617949896748e-14,1.92136375149627e-13,20.5705325201624
"STOML1",0.861992335294117,3.45792356818182,10.7659712838432,8.80415309098204e-14,1.94277147740199e-13,20.5592085559026
"THY1",4.7700529117647,8.04120325,10.7627650853837,8.88743235607193e-14,1.96093231585894e-13,20.5496816682842
"ZNF471",1.69020482352941,3.49045090909091,10.7579939392996,9.01284307022916e-14,1.98838405707963e-13,20.5355022668949
"SMCO4",2.27522611176471,3.86409854545454,10.7538075151106,9.12436318761129e-14,2.01276559161138e-13,20.5230582070508
"PTOV1",1.29459332941176,3.31625270454545,10.7531550256417,9.14187026931818e-14,2.01640547495025e-13,20.5211184936816
"OSGIN1",2.80737125294118,5.04330129545455,10.7527596410877,9.15249550122384e-14,2.01852680700777e-13,20.5199430724334
"AFDN",2.28265218823529,11.4939723636364,10.7524665298339,9.16038041624672e-14,2.02004337844842e-13,20.5190716820548
"DDX17",0.759231252941176,3.09429488636364,10.7511244970926,9.19657026228328e-14,2.02780072090323e-13,20.5150818129588
"LPP",0.891009376470588,3.38704290909091,10.7498982737712,9.22976400845661e-14,2.0348958025248e-13,20.5114360444648
"EXOSC5",1.33282216470588,9.13146297727273,10.7491415264736,9.2503097393321e-14,2.03920110815781e-13,20.5091860113578
"ZFTA",1.24861024705882,6.57548702272727,10.7451202841221,9.36026802459412e-14,2.063214008238e-13,20.4972284427547
"ELOVL5",-1.6068952117647,9.46635368181818,-10.7396325919706,9.51246958089843e-14,2.09653196880358e-13,20.4809069032455
"RASL11B",3.03435755294118,9.10150479545455,10.7393581273866,9.52014750425362e-14,2.09799334219151e-13,20.4800904873385
"ARPC2",1.52383213529412,7.49608981818182,10.7377430512923,9.56545552613156e-14,2.10774617863236e-13,20.4752861249047
"MOCOS",2.71516547058823,11.1750577272727,10.7347147625322,9.6509994422889e-14,2.12626819310486e-13,20.4662769841334
"COG4",1.41741353529412,5.69403647727273,10.7346923401676,9.65163572279475e-14,2.12626819310486e-13,20.4662102733636
"CAMLG",2.86400048235294,9.82340781818182,10.7346359799362,9.65323524778305e-14,2.12638672183407e-13,20.466042590746
"VOPP1",2.04840829411765,7.90428877272727,10.7321842865475,9.72307629128097e-14,2.14153561590918e-13,20.458747934615
"MMP26",0.932154470588236,13.8690481818182,10.7320671683326,9.7264254274899e-14,2.14203775465565e-13,20.4583994472252
"ASPN",1.17790258823529,10.9057304545455,10.7298706919812,9.78945366257586e-14,2.15568138692668e-13,20.4518634670152
"KAT14",3.15735256470588,5.31624263636364,10.7290805971495,9.81222680074566e-14,2.16045864225695e-13,20.4495122578615
"CMIP",1.80934025294118,5.60638022727273,10.7268474186444,9.87688557372387e-14,2.17445622390193e-13,20.4428662068974
"SLC11A1",2.50798236470588,5.02439888636364,10.7247303218585,9.93858266113948e-14,2.18779876777963e-13,20.4365650326024
"PSPH",3.96071415882353,5.63501947727273,10.7231996175919,9.98343444654292e-14,2.19736174496235e-13,20.4320087980694
"CCDC102A",1.35954696470588,3.77414118181818,10.7231729197283,9.98421855164105e-14,2.19736174496235e-13,20.4319293275955
"PTPRCAP",1.37037061176471,5.04725531818182,10.7186085226894,1.0119196034486e-13,2.22682340945648e-13,20.4183413291169
"NUDT4",2.1000678117647,9.63300922727273,10.7172415740981,1.01599784674196e-13,2.2355523798259e-13,20.4142714686679
"PELO",0.843097276470588,4.26414593181818,10.7169366057152,1.01690998297229e-13,2.23731364952235e-13,20.4133634438305
"MTM1",1.47981294117647,5.54121506818182,10.7137901620354,1.02636940944369e-13,2.25787744453943e-13,20.4039944053547
"KLHL18",3.24257695294118,5.82490915909091,10.7120415206075,1.03166506077309e-13,2.26927797270303e-13,20.3987869996644
"UBAP1",4.35015032941176,9.99500463636364,10.7110550952777,1.0346646139879e-13,2.27562599334713e-13,20.3958492801019
"TRIM24",2.89185509411765,7.955944,10.7104043098403,1.03664838757324e-13,2.27973877482348e-13,20.3939110774185
"PKP3",2.91409109411765,8.06854402272727,10.7047508639589,1.05404490840982e-13,2.31774177884363e-13,20.377071418282
"ILRUN-AS1",2.14673554705882,3.58666565909091,10.7016323686693,1.06376750148928e-13,2.3388640752753e-13,20.3677807533631
"BCR",1.46253312352941,8.04116502272727,10.7005154996355,1.06727168053092e-13,2.34631105184321e-13,20.3644530594889
"RABL6",4.16755337647059,6.88913122727273,10.7002078280241,1.0682390574976e-13,2.34818005045451e-13,20.3635363287406
"GNPAT",1.23891765294118,7.00675525,10.6991435320539,1.07159227157446e-13,2.35529255915949e-13,20.360365085496
"STPG3",1.86764947058824,8.01655122727273,10.6970883496226,1.07809767623548e-13,2.36933106421823e-13,20.3542409253626
"SLC25A15",2.08493707058824,7.53040856818182,10.6962912497512,1.08063156392403e-13,2.37463925938199e-13,20.3518655325836
"EOMES",1.56679924705882,4.78495556818182,10.6961144994737,1.08119425072804e-13,2.37561513991269e-13,20.3513387979731
"CYP11B2",2.89863314117647,5.32338134090909,10.6960638673716,1.08135549346837e-13,2.37570884461047e-13,20.3511879081932
"PMAIP1",3.71172636470588,6.05137252272727,10.6902938847865,1.09989134259935e-13,2.41616661639983e-13,20.3339905196266
"MIR34BHG",1.99379693529412,11.62238825,10.6862350973678,1.11312295283858e-13,2.44496480167352e-13,20.3218907891388
"KLHL4",0.712588699999999,6.86558736363636,10.6841952992614,1.11983355717861e-13,2.45943491036092e-13,20.3158091133348
"DEFB103B",1.5770851,6.69008313636363,10.6829587603663,1.12392154390942e-13,2.46814255290434e-13,20.3121221033559
"RAP2B",2.14634355294118,6.03902956818182,10.6812485046682,1.1296006079837e-13,2.48034192471001e-13,20.3070222820154
"UVSSA",1.06102728823529,3.66014790909091,10.6772019517995,1.14315382079828e-13,2.5098265386049e-13,20.2949543564161
"ZNF426-DT",1.70271876470588,8.36661072727273,10.6764443341348,1.14570961125826e-13,2.51516218440826e-13,20.292694701466
"HDAC10",0.918004723529411,4.02843709090909,10.6733348306553,1.15626027887041e-13,2.5380457929358e-13,20.283419592911
"LHB",2.26169236470588,5.69115495454546,10.671812592683,1.16146119063914e-13,2.54918270744859e-13,20.2788785718074
"CCDC127",1.92637080588235,5.18194429545454,10.6658976414059,1.18189672719319e-13,2.59375057396297e-13,20.2612307465992
"AS3MT",4.76282797058823,5.77025629545455,10.663722492296,1.18950308270051e-13,2.61015727381494e-13,20.2547398580556
"SNORA74A",1.44232770588235,10.8432172727273,10.6633259781804,1.19089501135722e-13,2.61292539622211e-13,20.2535565505013
"BTBD16",0.894992552941176,4.26678665909091,10.6601341908106,1.20215988553913e-13,2.63735262590295e-13,20.2440306457653
"GLT1D1",1.69394867058824,5.59390831818182,10.6599820551794,1.20269951468098e-13,2.63824755563835e-13,20.2435765638043
"ARHGAP21",0.757459888235294,3.86257986363636,10.6572561216257,1.21241024656584e-13,2.65925786260889e-13,20.2354399205551
"KLK12",1.40422615294118,9.06281445454545,10.6536415943598,1.22540929161763e-13,2.68747524958225e-13,20.2246494514078
"LINC01565",3.88206136470588,7.62149306818182,10.6500163656715,1.23858891639893e-13,2.71608244918482e-13,20.2138253620618
"ANKRD13B",1.5577619117647,4.08003543181818,10.6496783453839,1.23982510770539e-13,2.71833051773932e-13,20.2128160267358
"CHRNE",1.20459649411765,5.31567977272727,10.6496618460621,1.23988548026079e-13,2.71833051773932e-13,20.2127667590587
"AP3M1",1.75918915882353,5.43799295454545,10.6461505927169,1.25280160013212e-13,2.74634730289414e-13,20.20228121759
"RNF11",0.921443552941176,4.38920961363636,10.6450638647567,1.25682672755347e-13,2.75486957066978e-13,20.1990356388058
"MPC2",2.73301679411764,9.25831636363637,10.6380150635253,1.28325534589114e-13,2.81249136639949e-13,20.1779803129149
"CAMTA1",0.869279964705882,3.204062,10.637632023314,1.2847075606324e-13,2.81536613659209e-13,20.1768359601515
"UBN1",2.411905,5.74020381818182,10.6350508759903,1.29453700941996e-13,2.83659651856274e-13,20.1691241593502
"USP9Y",1.95476736470588,3.86624997727273,10.6283209994057,1.32052599902484e-13,2.89322725718753e-13,20.1490130359143
"CDR2L",2.99450254705882,6.09884665909091,10.6277224165006,1.32286305627223e-13,2.89803070245465e-13,20.1472239904168
"FIBIN",0.900364076470588,3.98282538636364,10.6253069030147,1.33233671038921e-13,2.91846571706033e-13,20.1400040362671
"DUSP13B",0.637629811764706,3.83120018181818,10.619694259214,1.35461626711678e-13,2.96694435413112e-13,20.1232250103532
"BCKDHB",3.17357232941176,7.31539688636364,10.6189550787915,1.35757850838309e-13,2.9731073226118e-13,20.1210149278653
"UTP23",1.43877945882353,6.15086390909091,10.6179959019258,1.36143218009083e-13,2.9809605581875e-13,20.1181469722048
"ADGRE5",2.89930949411765,5.60679470454545,10.6179884736045,1.36146206803402e-13,2.9809605581875e-13,20.1181247609364
"F11-AS1",1.11572040588235,4.74350604545455,10.6172087934488,1.36460282639213e-13,2.98751079981279e-13,20.1157934165148
"ZFYVE9",0.986954652941176,3.42105788636364,10.6165556438388,1.36723954523226e-13,2.9929562419509e-13,20.1138403551815
"LOC338694",0.917601476470588,5.16064234090909,10.6154924136747,1.37154279340734e-13,3.00204821214333e-13,20.1106609463751
"ZNF585A",1.20121627058823,6.13721490909091,10.6137694077487,1.37854557972284e-13,3.01704632940107e-13,20.1055082847818
"ZNF355P",-2.44889736470588,5.95067643181818,-10.6130350409933,1.38154127271441e-13,3.0232723153829e-13,20.1033120408215
"SMIM5",3.78362569411764,4.75082488636363,10.6124401747619,1.38397274543906e-13,3.02826237429113e-13,20.1015329456612
"GABRD",0.636606652941176,4.87949472727273,10.6106495149694,1.39131818108531e-13,3.04400238133476e-13,20.0961772609883
"SHISA6",0.862025611764706,3.69170206818182,10.6096352717645,1.39549622905806e-13,3.05280992251731e-13,20.0931435796943
"CYB5R4",1.66167482941176,8.76999495454545,10.6093272849349,1.39676746067248e-13,3.05525723653539e-13,20.0922223409078
"LINC00908",1.5930695,5.09497543181818,10.6074545737876,1.40452251038178e-13,3.0718850232523e-13,20.0866204967669
"TBC1D10A",7.35531908823529,7.54269586363636,10.6040719729709,1.41864105284204e-13,3.10242549896636e-13,20.0765009853705
"CAMSAP3",1.71286127058824,8.18936109090909,10.6027622529502,1.42414625790325e-13,3.11412485954786e-13,20.0725823882162
"HES1",0.958594758823529,6.36232347727273,10.5958174045462,1.45370220778221e-13,3.17840674812193e-13,20.0518002046562
"HEBP2",1.64898915294118,5.016161,10.5952954275206,1.45594863566387e-13,3.18297097780407e-13,20.0502379610591
"MMP25-AS1",1.53219128823529,5.83211075,10.5939311808903,1.46183658147624e-13,3.19549436928548e-13,20.0461546950701
"ERVFRD-1",1.06998548235294,4.09886647727273,10.5938529920795,1.46217476739401e-13,3.19588488166251e-13,20.0459206644369
"POLR3K",1.01001322352941,6.78017838636364,10.5932200896479,1.46491515062784e-13,3.20152523427632e-13,20.0440262655534
"PDIA5",1.39523851176471,5.48686204545455,10.5875627092664,1.48964355466986e-13,3.25521323084397e-13,20.0270903721206
"LINC01812",5.17993875882353,7.78797034090909,10.5847432100693,1.50212532119285e-13,3.28213071925559e-13,20.0186484189299
"PKD2L1",-2.13009936470588,7.13183590909091,-10.5796492602538,1.52494568567762e-13,3.33162961887818e-13,20.0033938958152
"MAB21L1",1.2995681,6.85754397727273,10.5792554974664,1.5267242832734e-13,3.33515167312243e-13,20.0022145823393
"STAT5B",0.880972723529412,4.46836977272727,10.5726931938804,1.55667754864862e-13,3.40021422467879e-13,19.9825576812525
"MRPL46",1.70314114705882,7.10513488636364,10.569708587072,1.57049723658728e-13,3.43002623673314e-13,19.9736156976469
"URGCP",1.47890945294118,5.13867252272727,10.5694627950603,1.57164086615696e-13,3.43214976898029e-13,19.9728792459272
"ZNF605",1.01168104117647,7.58368184090909,10.5668538874495,1.58383189493281e-13,3.4583955220508e-13,19.9650618605382
"DIAPH2-AS1",1.88956827647059,3.59229809090909,10.5655454890562,1.58998192673498e-13,3.47144609878529e-13,19.9611410223497
"HAND1",2.12957358235294,5.26789704545455,10.5647489371007,1.59373792278871e-13,3.47926744434431e-13,19.9587539124249
"ACOT2",1.54032077058823,3.18364454545455,10.5626756729351,1.60355629312653e-13,3.50032032950972e-13,19.952540368275
"MYH7",1.76239110588235,4.71240452272727,10.5597064263778,1.61772477505407e-13,3.53086322661617e-13,19.9436406255196
"RBMX",0.842565547058823,4.32917129545455,10.5594246347543,1.61907599490544e-13,3.53342742455014e-13,19.942795951355
"ACVRL1",1.04140208235294,5.00833470454546,10.5537980152839,1.64629725302572e-13,3.59244298176593e-13,19.9259279713323
"CAPN13",1.02325002941176,4.86037802272727,10.5508698985566,1.66064657082389e-13,3.62336042988174e-13,19.9171482108931
"NR2E1",0.988549176470588,3.53131081818182,10.5498671075709,1.66558989582046e-13,3.63375046755342e-13,19.9141411593143
"SIRT4",1.73994355882353,4.37889161363636,10.5498152034642,1.66584616661497e-13,3.63391379828281e-13,19.91398551191
"DDO",1.47256094705882,5.3615935,10.548288166825,1.67340367205501e-13,3.65000243451719e-13,19.9094061586474
"GP1BA",1.25943444117647,8.19100634090909,10.547212163559,1.67874983959739e-13,3.6612647563217e-13,19.9061792086995
"NCAN",0.891491982352941,6.12204388636364,10.5468186627988,1.68070928976411e-13,3.66513917837521e-13,19.9049990572753
"RGS8",2.27909418823529,8.51175525,10.5453906563114,1.68783960841059e-13,3.68028769300978e-13,19.9007161458162
"RNH1",1.51764956470588,4.28234734090909,10.544078605654,1.69441799184444e-13,3.69422956167041e-13,19.8967807834903
"GALNT15",1.00800755294118,4.20050384090909,10.5417886465944,1.70596182295598e-13,3.71899306099186e-13,19.8899117605357
"TIGD1",3.7630100117647,8.34980718181818,10.5381824379612,1.72430297246769e-13,3.75856769798398e-13,19.8790931292947
"P2RY8",2.28651171764706,7.42907004545455,10.5365458977349,1.73269228430833e-13,3.7764434598264e-13,19.8741829612599
